X1,X2,X3,X4,X5,X6,X7,X8,X9,Y
615,0,30,9,0,1,1,0,87347.82,0
607,0,27,2,0,2,1,0,63495.86,0
699,1,26,6,79932.41,1,0,0,150242.44,0
693,1,40,0,120711.73,1,0,0,27345.18,1
705,0,40,5,203715.15,1,1,0,179978.68,1
726,1,34,9,0,2,0,0,14121.61,0
626,1,21,1,0,2,1,0,66232.23,0
552,1,49,4,0,1,1,1,190296.76,1
807,0,31,1,93460.47,2,0,0,172782.69,0
621,1,34,6,0,2,1,1,99128.13,0
651,0,24,7,40224.7,1,1,1,178341.33,0
673,0,43,5,168069.73,1,1,1,146992.24,1
652,1,36,1,0,2,1,1,151314.98,0
756,1,37,3,132623.6,1,1,1,58974,0
670,0,35,3,103465.02,2,1,1,174627.06,0
765,0,50,9,126547.8,1,1,1,79579.94,1
528,1,30,2,128262.72,2,1,0,50771.16,0
701,1,40,5,169742.64,1,1,1,153537.55,1
639,1,27,3,150795.81,1,0,1,85208.93,0
785,0,61,4,129855.72,2,1,0,170214.82,1
363,0,28,6,146098.43,3,1,0,100615.14,1
764,0,24,7,0,2,1,0,186105.99,0
676,0,43,2,0,1,1,1,55119.53,0
718,1,28,4,65643.3,1,1,0,28760.99,0
584,1,38,9,104584.16,1,1,0,176678.72,0
645,1,41,7,0,1,0,1,28667.56,0
772,1,30,6,99785.28,2,0,0,197238.03,0
399,1,46,2,127655.22,1,1,0,139994.68,1
529,1,22,5,0,1,1,0,151169.83,0
752,1,30,4,81523.38,1,1,1,36885.85,0
850,0,32,7,0,2,0,0,155227,0
711,1,51,7,0,3,1,0,38409.79,1
610,1,42,6,0,2,1,0,158302.59,1
579,1,33,6,0,1,1,0,94993.04,1
745,0,54,8,0,1,1,0,173912.29,1
706,0,23,5,0,1,0,0,164128.41,1
693,1,44,5,124601.58,2,1,1,46998.13,1
725,0,33,7,115182.84,2,1,1,177279.41,0
791,1,37,2,163789.49,2,1,0,75832.53,0
536,1,46,1,65733.41,1,1,0,61094.53,0
699,1,47,1,0,2,0,1,30117.44,0
500,0,47,8,128486.11,1,1,0,179227.12,0
707,0,53,6,109663.47,1,1,1,52110.45,0
557,0,28,7,146445.24,2,1,0,184317.74,0
575,0,31,6,0,2,1,1,95686.42,0
775,1,36,2,109949.05,2,0,1,71682.54,0
587,1,46,9,107850.82,1,1,0,139431,1
662,1,33,0,103471.52,1,1,1,162703,0
746,1,24,3,137492.35,2,0,1,170142.09,0
626,0,44,10,81553.93,1,1,0,20063.63,1
548,1,32,5,175214.71,1,1,1,155165.61,0
588,0,40,10,125534.51,1,1,0,121504.18,1
693,1,68,4,97705.99,1,1,1,61569.07,0
499,0,55,4,126817.65,2,1,0,123269.71,0
628,0,46,1,46870.43,4,1,0,31272.14,1
624,1,46,3,0,2,1,1,62825.03,0
733,1,42,9,120094.93,1,1,0,184056.45,0
704,1,27,5,147004.34,1,1,0,64381.33,1
837,1,31,9,104678.62,1,0,1,50972.6,0
534,0,55,8,116973.26,3,1,0,122066.5,1
548,0,36,3,0,1,1,0,65996.9,0
658,0,44,6,148481.09,1,1,0,130529.13,0
724,1,30,7,115315.04,1,1,0,15216.53,0
474,1,33,5,0,2,1,0,181945.52,1
719,1,32,9,146605.27,1,1,1,77119.45,0
635,1,37,5,113488.68,1,1,0,95611.74,1
681,1,67,7,0,2,0,1,163714.92,0
790,1,46,8,182364.53,1,0,0,139266.48,1
622,1,35,8,0,2,1,1,131772.51,0
583,1,59,7,127450.14,1,0,1,67552.71,0
520,0,63,5,162278.32,1,1,1,34765.33,0
672,1,40,10,102980.44,1,1,0,1285.81,1
683,1,30,10,57657.49,1,0,0,79240.9,0
618,1,42,8,153572.31,2,1,1,76679.6,0
593,0,32,9,134096.53,2,1,0,53931.05,1
718,0,31,0,118100.59,2,1,0,103165.15,0
811,1,52,10,76915.4,1,0,0,146359.81,1
823,0,46,3,81576.75,1,1,1,28370.95,1
850,0,37,7,153147.75,1,1,1,152235.3,0
542,1,38,8,65942.26,1,1,1,68093.23,1
675,1,54,2,0,1,1,0,149583.67,1
850,0,31,4,0,2,1,1,33082.81,0
789,1,37,3,0,1,1,0,121883.87,1
598,0,43,5,0,3,1,1,100722.72,1
687,0,47,7,0,2,1,1,177624.01,0
635,1,50,7,159453.64,2,0,0,54560.79,1
613,0,46,8,167795.6,1,0,1,44390.38,0
593,0,62,3,118233.81,1,0,1,24765.53,1
743,0,40,6,0,1,1,0,28280.8,1
640,0,46,8,0,2,1,0,89043.19,0
849,1,37,7,143452.74,2,1,1,17294.12,0
778,1,38,3,145018.49,2,1,1,126702.41,0
568,0,43,9,0,1,1,0,125870.79,1
710,0,30,10,133537.1,2,1,0,155593.74,0
625,1,52,5,164978.01,1,1,1,67788.49,0
727,1,43,2,97403.18,1,1,1,107415.02,1
794,0,41,7,176845.41,3,1,0,166526.26,1
460,0,40,6,119507.58,2,1,0,91560.63,1
568,0,26,6,0,2,0,0,166495.2,0
521,1,37,2,0,2,1,1,86372.24,0
717,0,41,3,135756.96,1,1,1,103706.41,0
648,0,54,9,120633.42,1,0,0,5924.38,1
535,1,48,5,134542.73,1,1,1,58203.67,1
611,1,52,7,0,1,0,1,73585.18,1
734,1,39,6,0,1,1,1,95135.27,0
431,1,37,0,120764.08,1,1,1,117023.08,0
850,1,39,3,124548.99,2,1,1,120380.12,0
625,1,43,8,201696.07,1,1,0,133020.9,1
645,0,37,7,0,2,1,0,13589.93,0
608,1,44,7,114203.47,1,1,1,77830.36,1
652,1,50,8,125437.64,1,1,1,17160.94,1
611,0,43,8,64897.75,1,1,0,114996.33,0
489,1,38,8,0,2,0,1,196990.79,0
528,0,46,9,135555.66,1,1,0,133146.03,1
429,0,27,6,117307.44,2,1,1,24020.49,0
457,1,41,8,73700.12,3,1,1,185750.02,1
846,0,41,5,0,3,1,0,3440.47,1
582,0,46,8,67563.31,1,1,0,44506.09,1
716,0,35,8,112808.18,1,0,1,17848.3,0
758,0,42,7,0,2,0,1,76209.56,0
725,1,66,4,86459.8,1,1,1,141476.56,0
630,0,40,0,118633.08,1,0,1,60032.46,1
627,0,55,2,159441.27,1,1,0,100686.11,1
775,0,38,4,125212.65,2,1,1,15795.88,1
636,0,33,0,0,1,1,0,92277.47,1
487,0,46,4,135070.58,2,1,1,44244.49,1
693,0,38,3,0,2,0,0,78133.48,1
684,0,27,9,122550.05,2,0,1,137835.82,0
757,1,29,8,130306.49,1,1,0,77469.38,0
662,0,41,4,90350.77,1,1,0,75884.65,1
359,0,44,6,128747.69,1,1,0,146955.71,1
523,0,73,7,0,2,0,0,130883.9,1
503,1,30,10,136622.55,2,0,0,47310.24,0
485,0,30,5,156771.68,1,1,1,141148.21,0
607,0,24,2,109483.54,2,0,1,127560.77,0
521,0,40,9,134504.78,1,1,0,18082.06,0
724,1,45,5,83888.54,1,0,1,34121.81,0
520,1,32,5,110029.77,1,1,0,56246.69,0
603,0,42,8,91611.12,1,0,0,144675.3,1
792,0,59,9,101609.77,1,0,0,161479.19,1
601,0,26,8,78892.23,1,1,1,23703.52,0
573,0,44,4,0,1,1,1,94862.93,0
552,0,41,9,124349.34,1,1,0,135635.25,0
670,0,31,9,0,1,0,1,76254.83,0
504,1,56,9,104217.3,1,0,0,55857.48,1
778,0,65,7,0,1,1,1,77867.23,0
558,1,39,10,144757.02,1,1,0,22878.16,1
556,0,43,6,0,3,0,0,125154.57,1
583,0,38,10,0,2,0,1,113597.64,0
697,1,56,5,110802.03,1,1,1,50230.31,1
555,0,46,4,120392.99,1,1,0,177719.88,1
632,1,31,3,136556.44,1,1,0,82152.83,1
687,0,35,3,99587.43,1,1,1,1713.1,1
672,0,53,7,0,1,1,1,136910.18,0
521,0,34,7,70731.07,1,1,1,20243.97,1
465,1,25,2,78247.31,2,1,1,10472.31,0
817,0,55,10,117561.49,1,1,0,95941.55,1
578,1,23,10,88980.32,1,1,1,125222.36,0
616,0,41,1,103560.57,1,1,0,236.45,1
806,0,32,3,63763.49,1,1,0,156593.09,0
633,0,29,7,169988.35,1,1,0,4272,0
624,0,35,0,180303.24,2,1,0,163587.9,0
691,1,52,3,0,1,1,0,175843.68,1
819,0,49,1,120656.86,4,0,0,166164.3,1
568,0,31,1,61592.14,2,1,1,61796.64,0
552,1,36,8,0,2,0,0,132547.02,0
755,0,30,6,154221.37,2,0,1,62688.55,0
776,1,37,2,0,1,0,1,8065,0
649,0,45,5,92786.66,1,1,0,173365.9,1
646,1,30,5,98014.74,1,1,1,12757.14,0
850,1,36,1,104077.19,2,0,1,68594,0
475,0,46,10,0,2,0,0,122953,1
710,0,51,4,93656.95,1,0,1,141400.51,1
596,1,30,6,121345.88,4,1,0,41921.75,1
797,0,31,8,0,2,1,0,117916.63,0
504,0,43,7,102365.49,1,1,0,194690.77,1
735,1,50,9,0,1,0,0,166677.35,1
569,1,38,8,0,2,0,0,79618.79,0
630,1,50,1,81947.76,1,0,1,63606.22,1
710,1,47,5,158623.14,1,0,0,83499.89,1
741,1,32,8,0,2,1,0,143598.7,0
606,1,48,4,132403.56,1,0,0,36091.91,1
747,1,27,10,0,2,0,0,13007.89,0
535,1,33,2,133040.32,1,1,1,110299.78,0
575,0,37,0,0,2,0,0,30114.32,0
656,1,39,10,0,2,1,1,98894.64,0
850,1,39,6,133214.13,1,0,1,20769.88,0
744,1,54,6,93806.31,2,0,1,140068.77,0
544,0,64,3,124043.8,1,1,1,111402.97,1
723,1,52,5,131694.97,1,0,1,92873.5,1
598,1,41,8,0,2,1,1,161954.43,0
569,0,41,4,139840.36,1,1,1,163524.7,0
415,1,32,5,145807.59,1,1,1,3064.65,0
578,1,23,8,0,2,1,0,112124.98,0
850,0,37,3,212778.2,1,0,1,69372.88,0
573,0,47,4,152522.47,1,0,1,164038.07,1
764,0,33,9,168964.77,1,0,1,118982.51,0
607,0,36,4,98266.3,1,1,1,46416.36,0
530,0,33,4,129307.32,1,1,1,172930.28,0
656,1,69,6,163975.09,1,1,1,36108.5,0
652,1,48,4,59486.31,1,1,0,163944.18,1
639,0,54,2,0,2,1,1,53843.71,0
628,1,34,4,158741.43,2,1,1,126192.54,0
658,0,40,7,140596.95,1,0,1,135459.02,1
850,0,29,10,0,2,1,1,94815.04,0
515,1,37,2,90432.92,1,1,1,188366.04,1
694,1,31,6,109052.59,2,1,1,19448.93,1
773,0,42,8,152324.66,2,1,0,171733.22,0
524,0,37,9,127480.58,2,1,0,179634.69,0
713,1,53,6,115029.4,1,0,0,191521.32,1
651,0,42,1,116646.76,1,1,0,44731.8,1
717,0,49,1,110864.38,2,1,1,124532.9,1
594,1,23,5,156267.59,1,1,0,160968.44,0
716,0,44,3,109528.28,1,1,0,27341.63,1
668,0,35,6,102482.76,1,1,1,53994.64,0
687,0,21,8,0,2,1,1,154767.34,0
715,1,28,7,160376.61,1,0,0,196853.11,0
618,1,41,8,37702.79,1,1,1,195775.48,0
721,0,35,6,118273.83,1,0,1,3086.89,0
709,0,43,8,0,2,0,0,168035.62,1
671,0,42,3,0,2,1,1,128449.33,0
592,0,37,7,0,2,1,1,126726.33,0
747,1,61,7,155973.13,1,0,1,147554.26,0
632,0,39,5,97854.37,2,1,0,93536.38,0
521,1,29,3,60280.62,1,1,0,154271.41,0
591,1,36,7,135216.8,1,1,1,122022.89,0
769,1,27,7,188614.07,1,1,0,171344.09,0
771,1,32,5,62321.62,1,1,1,40920.59,0
601,0,48,8,120782.7,1,1,0,63940.68,1
517,1,28,2,115062.61,1,1,0,179056.23,0
571,0,42,4,108825.34,3,1,0,55558.51,1
711,1,64,4,0,2,1,1,3185.67,0
574,0,39,2,122524.61,2,1,0,88463.63,0
619,0,35,8,132292.63,1,1,0,65682.93,0
760,0,49,9,91502.99,1,1,0,117232.9,1
665,1,52,3,0,1,1,0,116137.01,1
641,1,77,9,0,3,1,1,81514.06,0
712,1,43,1,141749.74,2,0,1,90905.26,0
689,1,38,5,75075.14,1,1,1,8651.92,1
697,0,25,4,165686.11,2,1,0,15467.98,0
589,1,38,2,0,1,1,0,79915.28,0
617,0,28,0,0,2,1,1,7597.83,1
736,1,46,5,130812.91,1,1,1,77981.54,1
657,1,57,8,107174.58,1,1,1,126369.55,1
350,1,54,1,152677.48,1,1,1,191973.49,1
562,1,35,7,0,1,0,0,48869.67,0
705,0,23,5,0,2,1,1,73131.73,0
573,0,37,6,0,2,1,0,193995.37,0
504,1,32,8,170291.22,2,0,1,15658.99,0
583,1,47,5,102562.23,1,1,0,92708.1,0
626,1,62,3,0,1,1,1,65010.74,0
631,0,34,4,124379.14,1,1,0,106892.91,0
663,0,37,7,0,1,1,1,185210.63,0
506,0,41,3,57745.76,1,1,0,4035.46,0
570,0,50,5,129293.74,1,1,0,177805.44,1
698,0,40,8,150777.1,1,1,0,114732.62,0
731,1,41,4,0,2,1,0,22299.27,0
634,1,31,9,108632.48,1,1,1,179485.96,1
500,1,56,1,100374.58,1,1,0,118490.8,1
446,1,32,8,0,2,0,0,133292.94,0
581,1,31,6,116891.72,1,1,0,107137.3,0
704,0,54,6,133656.91,3,1,0,145071.33,1
680,0,31,9,119825.75,2,1,1,101139.3,0
655,0,37,7,111852.84,2,1,0,10511.13,0
690,1,32,0,106683.52,2,1,1,137916.49,0
700,0,40,4,148571.07,1,1,0,189826.96,1
773,1,52,4,0,1,0,1,144113.42,0
749,1,42,1,129776.72,2,0,1,143538.51,0
611,0,46,5,0,1,1,0,77677.14,1
554,1,24,10,0,1,0,0,92180.62,0
559,1,24,3,114739.92,1,1,0,85891.02,1
594,1,41,2,122545.65,2,1,1,42050.24,0
513,0,37,6,0,2,1,0,110142.34,0
680,0,42,7,105722.69,1,1,1,90558.24,1
784,1,33,10,0,2,1,0,162022.47,0
812,0,44,8,0,3,1,0,66926.83,1
705,1,39,6,133261.13,1,1,1,78065.9,0
711,1,52,5,0,1,1,1,159808.95,0
613,0,20,0,117356.19,1,0,0,113557.7,1
850,1,37,4,137204.77,1,1,1,28865.59,0
601,0,41,1,0,2,0,1,160607.06,0
595,1,35,8,0,1,1,0,100015.79,1
602,1,23,7,113758.48,2,0,0,84077.6,0
554,0,34,8,0,1,0,1,106981.03,0
814,1,44,8,95488.82,2,0,0,107013.59,0
683,1,30,8,110829.52,2,0,0,24938.84,0
696,0,31,8,122021.92,2,1,0,33828.64,0
608,0,30,8,0,2,1,0,128875.86,0
792,1,50,9,0,4,1,1,194700.81,1
686,1,22,5,0,2,1,0,158974.45,0
719,1,38,0,0,1,1,0,126876.47,0
828,1,28,8,134766.85,1,1,0,79355.87,0
850,1,30,5,123210.56,2,1,1,102180.27,0
712,1,47,1,139887.01,1,1,1,95719.73,0
730,1,45,6,152880.97,1,0,0,162478.11,0
707,0,35,3,56674.48,1,1,0,17987.4,1
648,1,32,8,0,1,1,0,133653.38,0
760,0,57,1,0,2,1,1,25101.17,0
585,0,39,7,0,2,1,0,2401.26,0
776,1,38,5,112281.7,1,0,1,89893.6,0
676,0,36,4,0,2,1,1,3173.31,0
758,0,40,5,93499.82,2,0,0,123218.81,0
850,1,20,7,0,2,1,0,31288.77,0
614,1,32,7,99462.8,2,1,1,51117.06,0
642,1,30,8,117494.27,1,0,0,61977.82,0
633,0,29,0,138577.34,1,1,0,193362.99,0
796,1,41,8,107525.07,1,1,0,18510.41,0
715,1,23,7,139224.92,2,1,0,65057.71,0
584,0,54,1,77354.37,1,0,0,138192.98,1
584,0,59,1,0,1,0,1,130260.11,1
674,1,34,2,152797.9,1,1,0,175709.4,1
552,1,42,9,133701.07,2,1,0,101069.71,1
601,0,33,7,114430.18,2,1,1,153012.13,0
533,0,52,7,0,1,0,1,194113.99,1
523,0,39,1,143903.11,1,1,1,118711.75,1
584,1,35,9,0,2,1,0,192381.21,0
521,1,38,5,110641.18,1,0,1,136507.69,1
662,0,36,4,166909.2,2,1,0,138871.12,1
611,1,40,1,0,2,1,1,102547.56,0
636,0,34,3,0,2,1,1,44756.25,0
760,1,28,1,141038.57,2,0,0,16287.38,0
607,1,39,2,84468.67,2,1,1,121945.42,0
725,0,36,4,118520.26,1,0,0,131173.9,1
656,1,27,4,118627.16,2,1,1,160835.3,0
549,0,38,8,107283.4,1,0,0,157442.75,0
703,1,36,2,0,2,1,0,108790.95,0
802,1,33,8,0,2,1,0,143706.18,0
793,0,36,0,0,1,0,0,148993.47,0
554,0,35,6,117707.18,2,0,0,95277.15,1
711,1,37,2,0,2,1,0,83978.86,1
669,1,25,1,157848.53,1,0,0,37543.93,1
763,0,37,6,0,2,1,1,149705.25,0
702,0,35,8,14262.8,2,1,0,54689.16,0
629,1,36,1,161757.87,2,1,1,146371.72,0
683,0,35,5,95698.79,1,0,1,182566.76,0
555,1,37,9,124969.13,1,1,0,60194.05,0
647,1,44,4,93960.35,1,1,0,36579.53,1
714,0,51,4,88308.87,3,0,0,5862.53,1
683,0,24,8,98567.1,1,1,0,187987.01,0
552,1,33,5,140931.57,1,0,1,10921.5,0
769,0,31,7,148913.72,2,1,0,53817.23,0
818,0,49,2,0,1,0,1,192298.84,1
639,0,50,6,115335.32,2,1,1,53130.41,0
779,0,26,0,0,2,0,1,111906,0
829,1,38,9,0,2,1,0,30529.88,0
628,0,36,3,91286.51,1,1,0,63085.94,0
633,1,32,5,163340.12,2,1,1,74415.2,0
714,1,45,8,150900.29,2,0,1,139889.15,0
630,1,35,1,0,2,0,0,186826.22,0
850,0,31,4,91292.7,1,1,1,162149.07,0
788,0,57,8,93716.72,1,1,1,180150.49,1
798,0,37,4,111723.08,1,1,1,83478.12,0
770,1,45,4,110765.68,1,1,0,26163.74,1
425,0,22,7,169649.73,2,0,1,136365,1
547,0,31,9,0,2,0,0,99294.22,0
725,1,45,8,116917.07,1,0,0,173464.43,1
663,1,32,8,130627.66,1,1,0,47161.25,1
767,1,31,6,0,2,1,1,195668,0
561,1,56,7,152759,2,1,0,133167.11,1
350,1,39,0,109733.2,2,0,0,123602.11,1
464,0,34,5,76001.57,1,1,1,158668.87,0
587,0,36,1,134997.49,2,1,0,44688.08,0
737,1,36,9,0,1,0,1,188670.9,1
590,0,37,0,64345.21,1,0,1,61759.33,1
698,1,38,10,95010.92,1,1,1,105227.86,0
740,0,36,4,109044.6,1,0,0,94554.74,1
785,0,47,9,122031.55,1,1,1,33823.5,1
527,0,29,2,27755.97,1,1,0,97468.44,1
705,1,61,4,0,2,1,1,191313.7,0
565,0,38,2,158651.29,2,1,1,179445.28,0
481,1,44,9,175303.06,1,1,0,65500.53,1
731,1,25,8,96950.21,1,1,0,97877.92,0
760,0,32,7,0,2,1,1,105969.05,0
559,0,70,9,0,1,1,1,122996.76,0
715,0,33,3,85227.84,1,1,1,68087.15,0
656,1,36,8,97786.08,2,0,1,21478.36,0
634,1,36,2,85996.19,1,1,0,15887.68,0
850,0,50,10,0,2,1,1,33741.84,0
640,1,39,9,131607.28,4,0,1,6981.43,1
770,1,55,9,63127.41,2,1,0,185211.28,1
648,1,35,7,0,2,1,1,78436.36,0
579,1,31,9,0,1,0,1,139048,0
589,0,36,9,140355.56,2,1,0,136329.96,0
831,1,30,2,0,2,0,1,3430.38,0
790,1,24,7,107418.27,1,0,1,160450.21,0
563,1,32,6,0,2,1,1,19720.08,0
613,1,34,8,117300.02,1,1,0,139410.08,0
429,1,60,7,0,2,1,1,163691.48,0
488,1,34,3,0,2,1,1,125979.36,0
673,0,37,0,0,2,0,0,82351.06,0
850,0,45,5,127258.79,1,1,1,192744.23,1
796,1,67,5,0,2,0,1,54871.02,0
752,1,36,2,0,2,1,1,45570.84,0
625,0,69,1,107569.96,1,1,1,182336.45,0
786,0,29,4,0,2,1,0,103372.79,0
670,0,32,3,0,2,1,0,46175.7,0
595,1,41,9,0,2,1,0,5967.09,0
687,0,29,4,78939.15,1,1,0,122134.56,1
746,1,31,2,113836.27,1,1,1,174815.54,0
543,1,48,1,100900.5,1,0,0,33310.72,1
428,0,40,3,129248.11,2,1,0,72876.43,1
768,0,28,3,109118.05,2,0,1,50911.41,0
618,1,56,7,0,1,1,1,142400.27,1
591,0,31,7,0,2,0,1,48778.46,0
658,0,35,5,126397.66,1,0,0,156361.58,1
625,1,36,9,108546.16,3,1,0,133807.77,1
717,1,36,2,148061.89,1,1,0,179128.69,1
804,1,24,3,0,2,1,0,173195.33,0
484,1,54,3,134388.11,1,0,0,49954.79,1
573,0,26,4,129109.02,1,0,0,149814.68,1
666,1,74,7,105102.5,1,1,1,46172.47,0
523,1,39,3,0,2,1,0,6726.53,0
701,1,30,3,156660.72,2,1,0,45742.42,0
739,1,37,7,104960.46,1,0,1,80883.82,0
531,0,31,7,117052.82,1,1,0,118508.09,1
684,1,45,6,148071.39,1,1,0,183575.01,0
728,1,39,6,152182.83,1,0,0,161203.6,0
734,1,22,5,130056.23,1,0,0,121894.31,1
680,0,37,10,123806.28,1,1,0,81776.84,1
604,1,53,8,144453.75,1,1,0,190998.96,1
623,1,21,10,0,2,0,1,135851.3,0
565,0,58,3,108888.24,3,0,1,135875.51,1
565,1,55,4,118803.35,2,1,1,128124.7,1
710,1,54,6,171137.62,1,1,1,167023.95,1
645,1,42,6,0,1,0,0,149807.01,0
358,0,52,8,143542.36,3,1,0,141959.11,1
578,1,34,8,147487.23,2,1,0,66680.77,0
800,0,40,5,97764.41,1,1,0,98640.15,1
612,0,33,9,0,1,0,0,142797.5,1
559,1,25,5,0,2,1,1,163221.22,0
582,1,26,4,65848.36,2,1,0,30149.21,0
733,0,30,0,83319.28,1,0,0,57769.2,0
693,1,41,4,0,2,0,0,156381.47,0
694,0,33,4,129731.64,2,1,0,178123.86,0
717,1,35,1,0,3,0,0,174770.14,1
494,1,37,5,107106.33,2,1,0,172063.09,0
554,0,30,9,0,2,1,1,40320.3,0
476,0,69,1,105303.73,1,0,1,134260.34,0
667,1,28,6,165798.1,1,1,0,147090.9,0
748,0,40,4,0,2,1,0,132368.47,0
719,0,47,9,116393.59,1,1,0,63051.32,1
738,1,54,4,0,1,0,1,55725.04,1
563,0,46,8,106171.68,1,1,0,163145.5,1
613,0,29,6,185709.28,2,1,1,77242.19,0
824,1,60,8,134250.17,3,0,0,153046.16,1
705,0,49,7,0,1,1,0,63405.2,1
534,1,62,2,0,2,0,0,42763.12,1
672,0,34,1,142151.75,2,1,1,168753.34,0
661,0,27,3,0,2,1,1,76889.79,0
601,1,74,2,0,2,0,1,51554.58,0
684,1,29,8,127269.75,1,0,1,79495.01,0
785,0,32,3,124493.03,2,0,1,52583.79,1
705,0,43,10,146547.78,1,0,1,10072.55,1
639,1,43,6,99610.92,2,1,0,187296.78,0
729,1,46,5,117837.43,1,1,0,104016.61,1
556,0,48,8,168522.37,1,1,1,151310.16,0
570,1,32,9,117337.54,2,0,1,62810.91,0
705,1,35,4,136496.12,2,1,0,116672.02,0
779,0,40,2,75470.23,1,1,1,52894.01,0
696,1,28,4,172646.82,1,1,1,116471.43,0
691,1,27,3,160358.68,2,1,0,142367.72,0
706,1,30,3,98415.37,1,1,1,110520.48,0
545,0,39,6,0,1,0,0,38410.74,1
451,0,23,9,0,2,0,1,48021.71,0
655,0,59,7,0,1,1,0,88958.49,1
520,1,33,4,156297.58,2,1,1,166102.61,0
667,0,37,5,92171.35,3,1,0,178106.34,1
709,1,34,4,148375.19,2,1,1,21521.38,0
668,0,24,7,173962.32,1,0,0,106457.11,1
621,1,47,0,0,1,1,1,133831.37,1
547,0,38,5,167539.97,1,0,1,159207.34,0
840,0,39,1,94968.97,1,1,0,84487.62,0
520,1,34,8,120018.86,2,1,1,343.38,0
567,0,35,5,166118.45,2,1,0,127827.18,0
720,0,45,1,102882.4,2,1,1,35633.15,1
492,0,49,8,0,1,1,1,182865.09,1
850,1,63,8,169832.57,1,0,0,184107.26,1
539,1,38,6,0,1,1,1,152880.07,1
445,0,38,6,119413.62,2,1,0,175756.36,0
588,0,35,1,103060.63,1,1,0,179866.01,1
765,1,44,6,0,2,1,1,159899.97,0
626,1,33,8,0,2,1,0,138504.28,0
658,0,31,2,36566.96,1,1,0,103644.98,1
629,1,28,8,108601,1,1,1,119647.7,0
719,0,42,4,0,1,1,0,28465.86,1
661,1,44,1,141136.62,1,1,0,189742.78,1
710,1,45,9,108231.37,1,1,1,188574.08,0
654,1,40,6,0,1,0,0,183872.88,1
569,0,34,6,144855.34,1,0,0,196555.32,0
640,1,63,2,68432.45,2,1,1,112503.24,1
721,0,55,3,44020.89,1,1,0,65864.4,1
811,1,39,7,0,2,1,1,177519.39,0
423,0,36,5,97665.61,1,1,0,118372.55,1
716,0,52,7,65971.61,2,1,0,14608,1
655,1,38,3,250898.09,3,0,1,81054,1
531,1,70,1,0,2,0,0,99503.19,0
611,0,40,7,128486.91,2,1,0,10109.47,0
601,0,43,2,0,1,1,0,49713.87,1
548,1,57,6,76165.65,1,1,1,133537.53,0
759,1,40,4,0,2,1,0,124615.59,0
755,0,33,6,90560.3,2,1,1,42607.69,0
637,0,55,1,123378.2,1,1,0,81431.99,1
593,1,74,5,161434.36,2,1,1,65532.17,0
722,0,48,10,138311.76,1,1,1,3472.63,1
732,1,33,8,0,1,1,0,119882.7,0
404,0,54,4,125456.07,1,1,0,83715.66,1
683,1,31,2,0,2,0,1,77326.78,0
460,0,27,7,0,2,1,0,156150.08,1
690,1,29,5,0,2,1,0,108577.97,0
618,0,54,4,118449.21,1,1,1,133573.29,1
765,0,32,9,178095.55,1,0,0,47247.56,0
651,0,25,2,109175.14,2,1,0,114566.47,0
704,1,32,7,127785.17,4,0,0,184464.7,1
544,0,45,6,0,2,0,1,151401.33,0
790,0,40,9,0,2,1,1,70607.1,0
609,0,43,6,86053.52,2,1,1,113276.46,1
713,1,44,1,63438.91,1,1,0,64375.4,0
736,1,57,9,95295.39,1,1,0,28434.44,1
718,1,45,3,105266.32,2,1,1,193724.51,0
643,0,51,2,105229.53,1,1,0,34967.75,1
653,1,41,8,102768.42,1,1,0,55663.85,0
674,1,18,7,0,2,1,1,55753.12,1
690,1,35,6,112689.95,1,1,0,176962.31,0
634,1,34,1,0,2,1,0,61995.57,0
630,1,26,7,0,2,1,1,6656.64,0
836,1,57,4,101247.06,1,1,0,37141.62,1
668,1,38,10,86977.96,1,0,1,37094.75,0
753,1,57,7,0,1,1,0,159475.08,1
745,0,55,9,110123.59,1,0,1,51548.14,1
693,1,36,8,178111.82,1,0,0,58719.63,1
606,1,65,10,126306.64,3,0,0,7861.68,1
608,1,42,5,0,2,1,0,178504.29,0
744,0,44,3,0,2,1,1,189016.14,0
767,1,77,8,149083.7,1,1,1,190146.83,0
705,0,56,2,143249.67,1,1,0,88428.41,1
773,1,43,8,81844.91,2,1,1,35908.46,0
554,1,40,4,0,1,0,1,168780.04,0
757,0,34,9,101861.36,2,0,0,187011.96,0
699,1,35,2,167455.66,2,1,1,55324.49,0
745,1,40,3,88466.82,1,0,0,116331.42,0
649,0,42,7,0,2,0,1,22974.01,0
634,0,46,5,123642.36,1,1,1,49725.16,1
665,1,38,9,0,1,0,1,87412.74,0
556,1,37,9,145018.64,2,1,0,90928.02,1
708,0,32,8,187487.63,1,1,1,120115.5,0
480,1,35,2,165692.91,1,1,1,197984.58,0
700,0,59,5,137648.41,1,1,0,142977.05,1
525,0,47,6,118560,1,1,0,82522.61,1
798,0,58,9,0,2,0,0,119071.56,1
773,1,47,2,118079.47,4,1,1,143007.49,1
701,1,37,8,130091.5,1,1,1,120031.29,0
600,1,35,4,143744.77,2,1,0,104076.51,0
728,0,46,2,109705.52,1,1,0,20276.87,1
498,0,41,4,87541.06,2,1,1,12577.21,1
733,0,31,9,102289.85,1,1,1,115441.66,0
767,0,35,6,132253.22,1,1,0,115566.57,1
631,1,55,9,99685.06,1,1,0,114474.98,0
790,1,46,2,131365.37,2,1,1,180290.68,0
633,1,58,6,98308.51,1,1,1,132034.13,0
